"id","category","word_count","source","intent_label","domain_tag","passthrough","passthrough_reason","distill_tier","distill_latency_ms","domain","complexity_profile","social_score","semantic_score","structural_score","repetition_score","rec_ratio","confidence","token_saving_spsd","hfg_aux","compressed_prompt","ale_user_turn","raw_prompt","raw_input_tokens","dist_input_tokens","system_tokens","ale_cache_read_tokens","token_saving_input","token_saving_pct","token_saving_vs_naive","break_even_met","compression_ratio","raw_response","raw_input_tok_llm","raw_output_tokens","raw_latency_ms","raw_error","dist_response","dist_input_tok_llm","dist_output_tokens","dist_latency_ms","dist_error","token_saving_output","token_saving_paired","output_reduction_pct","llm_model","semantic_similarity","quality_flag"
"P110","code_technical","63","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","False","","slm","33444.5","","general","0.018","0.0","0.0","0.2","0.274","0.95","19","","Create a React component with JSX that renders 'Hello, World!' with font size 20px, centered, and surrounded by a 2px red border. The message should fade in and out every 3 seconds.","D|neutral|medium|React component;JSX;Hello, World!;font size 20px;centered;red border;3-second fade;animation
Create a React component with JSX that renders 'Hello, World!' with font size 20px, centered, and surrounded by a 2px red border. The message should fade in and out every 3 seconds.","Create a React component using JSX that renders a ""Hello, World!"" message in the browser. The rendered message should have a font size of 20px, be displayed in the center of the page, and be surrounded by a border with a width of 2px and a color of red. Additionally, the message should be animated to fade in and out every 3 seconds.","86","52","473","47","34","39.5","-15","False","0.605","Here's a React component that meets your requirements:

```jsx
import React, { useState, useEffect } from 'react';

function App() {
  const [fadeIn, setFadeIn] = useState(true);

  useEffect(() => {
    const intervalId = setInterval(() => {
      setFadeIn(!fadeIn);
    }, 3000);
    return () => clearInterval(intervalId);
  }, [fadeIn]);

  return (
    <div style={{
      position: 'absolute',
      top: '50%',
      left: '50%',
      transform: 'translate(-50%, -50%)',
      fontSize: '20p","700","150","370.3","","Here's a React component that meets your requirements:

```jsx
import React, { useState, useEffect } from 'react';

const HelloWorld = () => {
  const [show, setShow] = useState(true);

  useEffect(() => {
    const intervalId = setInterval(() => {
      setShow(!show);
    }, 3000);
    return () => clearInterval(intervalId);
  }, []);

  return (
    <div
      style={{
        fontSize: 20,
        textAlign: 'center',
        border: '2px solid red',
        animation: 'fade 3s',
        ani","700","150","374.0","","0","34","0.0","llama-3.1-8b-instant","0.8787","OK"
"P111","code_technical","87","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","False","","slm","30864.2","CODE","general","0.0","0.268","0.054","0.2","0.234","0.95","71","","Edit Python code to print odd elements, handle non-integer and empty list errors, and ensure efficiency with large lists.","D|CODE|neutral|medium|Python code;odd elements;non-integer elements;empty list;error handling;large lists;1000 elements
Edit Python code to print odd elements, handle non-integer and empty list errors, and ensure efficiency with large lists.","Edit the Python code so that it prints out the total number of odd elements in the list. Additionally, you need to modify the code to handle a potential error scenario. If the list contains any non-integer elements, the program should raise a ValueError exception with a descriptive error message. The program should also check if the list is empty and raise an IndexError exception with an appropria","118","36","473","47","82","69.5","8","True","0.305","Here's the modified Python code that meets your requirements:

```python
def count_odd_elements(lst):
    """"""
    This function counts the total number of odd elements in a given list.
    
    Args:
        lst (list): A list of integers.
    
    Returns:
        int: The total number of odd elements in the list.
    
    Raises:
        ValueError: If the list contains any non-integer elements.
        IndexError: If the list is empty.
    """"""
    
    # Check if the list is empty
    if not ","700","150","365.7","","To modify the Python code to meet your requirements, we'll iterate over the list, checking each element to see if it's odd and an integer. We'll also add error handling to catch non-integer elements and empty lists. For efficiency with large lists, we'll use list comprehension.

```python
def print_odd_elements(input_list):
    try:
        # Check if the input is a list
        if not isinstance(input_list, list):
            raise TypeError(""Input must be a list."")
        
        # Check for","677","150","400.5","","0","57","0.0","llama-3.1-8b-instant","0.8063","OK"
"P112","code_technical","54","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","False","","slm","26883.5","","general","0.0","0.0","0.0","0.0","0.28","0.95","26","","Create a C++ program to randomly shuffle an array of integers without built-in functions or algorithms, handle any size, and avoid using additional memory.","D|neutral|low|random array shuffling;no built-in functions;any size;avoid additional memory
Create a C++ program to randomly shuffle an array of integers without built-in functions or algorithms, handle any size, and avoid using additional memory.","Create a C++ program for randomly shuffling an array of integers without using any built-in shuffling functions or algorithms. Additionally, ensure that the program is able to handle arrays of any size, including very large arrays. However, you are not allowed to use any additional data structures or extra memory to accomplish this task.","74","43","473","47","31","41.9","-18","False","0.581","Here's a C++ program that uses the Fisher-Yates shuffle algorithm to randomly shuffle an array of integers without using any built-in shuffling functions or algorithms. This program can handle arrays of any size and does not use any additional data structures or extra memory.

```cpp
#include <iostream>
#include <ctime>
#include <cstdlib>

void shuffleArray(int arr[], int n) {
    if (n <= 1) {
        return;
    }

    for (int i = n - 1; i > 0; --i) {
        int j = (rand() % (i + 1));
     ","687","150","368.4","","To implement a random shuffling algorithm in C++ without using built-in functions or algorithms, we can use the Fisher-Yates shuffle algorithm, which is a modification of the standard Fisher-Yates shuffle algorithm that avoids using additional memory. Here's an example implementation:

```cpp
#include <iostream>
#include <ctime>

void fisherYatesShuffle(int array[], int size) {
    if (size <= 1) {
        return; // Array is already shuffled
    }

    int lastElement = size - 1;
    for (int i","673","150","354.3","","0","31","0.0","llama-3.1-8b-instant","0.8854","OK"
"P113","code_technical","142","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","False","","slm","43538.4","CODE","general","0.0","0.047","0.0","0.0","0.264","0.92","126","","Modify code to perform x^y with x between 1 and 10, y between 0 and 5, handle errors, check invalid inputs, use custom algorithm, and provide scientific notation for large results.","D|CODE|neutral|medium|code modification;x between 1 and 10;y between 0 and 5;error handling;invalid inputs;custom algorithm;scientific notation;large number handling
Modify code to perform x^y with x between 1 and 10, y between 0 and 5, handle errors, check invalid inputs, use custom algorithm, and provide scientific notation for large results.","Modify the code to perform the mathematical expression ""x to the power of y"" while also ensuring that the value of x is between 1 and 10, and the value of y is between 0 and 5. Additionally, the code should handle any potential errors or edge cases that may arise during the calculation. The code should also check for invalid inputs such as non-numeric values for x and y, and display appropriate er","191","63","473","47","128","67.0","-11","True","0.33","To implement the required functionality, we can use Python with the `math` library for handling mathematical operations and error checking. Here's a modified code snippet that meets the specified requirements:

```python
import math

def calculate_power(x, y):
    # Check if x and y are numeric
    if not isinstance(x, (int, float)) or not isinstance(y, (int, float)):
        raise ValueError(""Both x and y must be numbers"")
    
    # Validate the range of x and y
    if x < 1 or x > 10:
       ","710","150","329.9","","To modify the code to meet the specified requirements, we can create a function that takes two parameters, x and y, and returns the result of x raised to the power of y. We will also implement error handling, input validation, and use a custom algorithm.

Here's an example code in Python:

```python
import math

def custom_power(x, y):
    # Input validation
    if not isinstance(x, (int, float)) or not isinstance(y, (int, float)):
        raise ValueError(""Both x and y must be numbers"")
    if ","705","150","397.8","","0","38","0.0","llama-3.1-8b-instant","0.8599","OK"
"P114","code_technical","127","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","False","","slm","35872.4","","general","0.0","0.236","0.01","0.0","0.25","0.95","135","","Edit code to handle division exceptions and print error messages. Ensure program continues after exceptions.","D|neutral|low|division exceptions;error messages;program continuation;custom error message
Edit code to handle division exceptions and print error messages. Ensure program continues after exceptions.","Edit the code to create a try-except block to handle the exception and include a custom error message. The custom error message should indicate the specific variables that were involved in the division. Additionally, modify the code to ensure that the program continues running even if an exception occurs, and print the error message and continue to the next division operation. a = [5, 10, 15, 20, ","171","28","473","47","143","83.6","14","True","0.164","Here's how you can modify the code to include a try-except block:

```python
a = [5, 10, 15, 20, 25]
b = [0, 2, 4, 8, 16]

for i in range(len(a)):
    try:
        result = a[i] / b[i]
        print(f""The result of dividing {a[i]} by {b[i]} is {result}"")
    except ZeroDivisionError:
        print(f""Error: Division by zero is not allowed. Variable 'b' at index {i} is zero. Skipping this operation."")
```

In this modified code, we've added a try-except block to catch the ZeroDivisionError that","706","150","335.2","","To handle division exceptions and print error messages while ensuring the program continues, you can use a try-except block in Python. Here's how you can modify your code:

```python
def divide_numbers(dividend, divisor):
    try:
        result = dividend / divisor
        print(f""Result: {result}"")
    except ZeroDivisionError:
        print(""Error: Division by zero is not allowed."")
    except TypeError:
        print(""Error: Both inputs must be numbers."")
    except Exception as e:
        p","657","150","433.1","","0","63","0.0","llama-3.1-8b-instant","0.7016","OK"
"P115","code_technical","137","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","False","","slm","35259.0","CODE","general","0.0","0.073","0.087","0.2","0.234","0.95","137","","Write a JavaScript function to count vowels in a string without using built-in methods or regex, case-insensitive, and return an object with vowel counts.","D|CODE|neutral|low|function requirements;vowel counting;case-insensitivity;string length constraint
Write a JavaScript function to count vowels in a string without using built-in methods or regex, case-insensitive, and return an object with vowel counts.","Please write a function in JavaScript to count the number of vowels in a given string. However, you are not allowed to use any built-in string methods or regular expressions. The input string may contain lowercase and/or uppercase alphabets, as well as special characters and numbers. The function should be case-insensitive, meaning that both lowercase and uppercase vowels should be counted. You sh","185","39","473","47","146","78.9","-2","True","0.211","Here's a function that counts the number of vowels in a string without using any built-in string methods or regular expressions:

```javascript
function countVowels(str) {
  let vowels = 'aeiouAEIOU';
  let count = 0;
  for (let i = 0; i < str.length; i++) {
    if (vowels.indexOf(str[i]) !== -1) {
      count++;
    }
  }
  return count;
}

console.log(countVowels('Hello World'));  // Output: 3
console.log(countVowels('AEIOU'));  // Output: 5
console.log(countVowels('bcdfghjklmnpqrstvwxyz'));","699","150","339.5","","Since the function requirements include counting vowels without using built-in methods or regex, we will manually iterate over each character in the string. We will also handle case-insensitivity by converting the string to lowercase before counting vowels. Lastly, we will return an object with vowel counts.

Here's the JavaScript function:

```javascript
function countVowels(str) {
    // Convert the string to lowercase for case-insensitivity
    str = str.toLowerCase();

    // Initialize an o","674","150","313.8","","0","47","0.0","llama-3.1-8b-instant","0.8592","OK"
"P116","code_technical","141","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","False","","slm","41236.0","","general","0.0","0.0","0.029","0.2","0.257","0.95","129","","Write a function in HTML to create a table with alternating row colors, borders, padding, centered placement, fixed width, and validation for n and m values.","D|neutral|low|HTML function;table creation;alternating row colors;borders;padding;centered placement;fixed width;validation;n and m range
Write a function in HTML to create a table with alternating row colors, borders, padding, centered placement, fixed width, and validation for n and m values.","Write a function in HTML for creating a table of n rows and m columns. The table should have alternating row colors, with odd rows colored in light gray and even rows colored in white. Additionally, each cell in the table should have a border of 1px and a padding of 5px. The table should also have a header row with a different background color and a bold font. The header row should display the col","190","48","473","47","142","74.7","6","True","0.253","Here's a function that creates an HTML table with the specified properties:

```html
function createTable(n, m) {
  let html = '';
  html += '<table border=""1"" cellpadding=""5"" cellspacing=""0"">';
  html += '  <tr style=""background-color: #ccc;"">';
  for (let i = 0; i < m; i++) {
    html += '    <th>Column ' + (i + 1) + '</th>';
  }
  html += '  </tr>';

  for (let i = 0; i < n; i++) {
    let rowColor = (i % 2 === 0) ? '#f0f0f0' :","709","150","463.0","","To create a table with the specified features, we can use the following HTML function:

```html
<table id=""myTable"" style=""border-collapse: collapse; width: 50%; margin: 0 auto;"">
  <thead>
    <tr>
      <th style=""border: 1px solid black; padding: 10px; text-align: center;"">Header 1</th>
      <th style=""border: 1px solid black; padding: 10px; text-align: center;"">Header 2</th>
    </tr>
  </thead>
  <tbody id=""tableBody"">
    <!-- Table rows will be generated dynamically here -->
  </tbody>
<","686","150","474.9","","0","55","0.0","llama-3.1-8b-instant","0.7616","OK"
"P117","code_technical","51","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","False","","slm","22125.2","","general","0.0","0.065","0.0","0.0","0.257","0.95","37","","Sort array [3, 2, 1, 5, 4] in descending order without built-in sorting functions.","D|neutral|low|array length;element constraints;array elements range
Sort array [3, 2, 1, 5, 4] in descending order without built-in sorting functions.","Sort the array in descending order without using any built-in sorting functions or libraries. The array may contain duplicate elements. Constraints: - The input array has a length of at most 10^6. - The elements in the array are integers between -10^9 and 10^9. arr = [3, 2, 1, 5, 4]","70","25","473","47","45","64.3","-4","False","0.357","To sort the array in descending order without using any built-in sorting functions or libraries, we can use the QuickSort algorithm. Here's an implementation in Python:

```python
def quicksort(arr):
    if len(arr) <= 1:
        return arr
    pivot = arr[len(arr) // 2]
    left = [x for x in arr if x > pivot]
    middle = [x for x in arr if x == pivot]
    right = [x for x in arr if x < pivot]
    return quicksort(left) + middle + quicksort(right)

arr = [3, 2, 1, 5, 4]
sorted_arr = quicksort(","699","150","275.3","","To sort the array [3, 2, 1, 5, 4] in descending order without using the built-in sorting function, we can implement a simple algorithm using a loop that repeatedly finds the maximum element in the unsorted portion of the array and swaps it with the last element in the unsorted portion. Here's a step-by-step explanation:

1. Start with the original array [3, 2, 1, 5, 4].
2. Find the maximum element in the array, which is 5. Swap it with the last element in the unsorted portion (index 4), so the a","661","150","404.3","","0","45","0.0","llama-3.1-8b-instant","0.7624","OK"
"P118","code_technical","102","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","False","","slm","44911.8","CODE","general","0.0","0.0","0.0","0.0","0.28","0.95","27","","Create a Java program to print the contents of a two-dimensional array in a spiral pattern, starting from the top-left corner and ending in the center. The array has dimensions M x N, with M being the number of rows and N the number of columns. The array contains unique positive integers from 1 to 1000. Handle arrays up to 1000 x 1000 without using additional data structures or recursion.","D|CODE|neutral|low|unique positive integers;array dimensions;spiral pattern;no additional data structures;no recursion
Create a Java program to print the contents of a two-dimensional array in a spiral pattern, starting from the top-left corner and ending in the center. The array has dimensions M x N, with M being the number of rows and N the number of columns. The array contains unique positive integers from 1 to 1000. Handle arrays up to 1000 x 1000 without using additional data structures or recursion.","Create a Java program that prints out the contents of a given two-dimensional array in a spiral pattern. The array will have dimensions M x N, where M represents the number of rows and N represents the number of columns. The program should print the elements of the array in a clockwise spiral pattern, starting from the top-left corner and ending in the center of the array. The array will only cont","138","105","473","47","33","23.9","-56","False","0.761","Here's a Java program that prints the contents of a 2D array in a spiral pattern:

```java
public class SpiralPrinter {

    public static void printSpiral(int[][] array) {
        int rowStart = 0;
        int rowEnd = array.length - 1;
        int colStart = 0;
        int colEnd = array[0].length - 1;

        while (rowStart <= rowEnd && colStart <= colEnd) {
            // Print top row
            for (int i = colStart; i <= colEnd; i++) {
                System.out.print(array[rowStart][i","702","150","418.1","","Here's a Java program that fulfills the requirements:

```java
public class SpiralTraversal {

    public static void printSpiral(int[][] array) {
        int rows = array.length;
        int cols = array[0].length;
        int top = 0;
        int bottom = rows - 1;
        int left = 0;
        int right = cols - 1;
        int counter = 1;

        while (top <= bottom && left <= right) {
            // Traverse from left to right
            for (int i = left; i <= right; i++) {
            ","732","150","482.5","","0","-7","0.0","llama-3.1-8b-instant","0.8529","OK"
"P119","code_technical","47","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","False","","slm","29177.4","","general","0.0","0.213","0.057","0.2","0.234","0.95","12","","Write a SQL query to return the sum of salaries for each department, excluding departments with average salary <= $75,000 and total salary <= $500,000.","D|neutral|low|SQL query;sum of salaries;departments;average salary;total salary;exclusion criteria
Write a SQL query to return the sum of salaries for each department, excluding departments with average salary <= $75,000 and total salary <= $500,000.","Write a SQL query to return the sum of salaries for each department, excluding any departments where the average salary is less than or equal to $75,000. Additionally, exclude departments where the total salary of all employees in the department is less than or equal to $500,000.","65","43","473","47","22","33.8","-27","False","0.662","To achieve this, you can use the following SQL query:

```sql
SELECT department, SUM(salary) AS total_salary
FROM employees
GROUP BY department
HAVING AVG(salary) > 75000 AND SUM(salary) > 500000;
```

This query works as follows:

- The `GROUP BY` clause groups the rows by the `department` column.
- The `SUM(salary)` function calculates the total salary for each department.
- The `AVG(salary)` function calculates the average salary for each department.
- The `HAVING` clause filters the results ","680","150","366.1","","To achieve the desired result, we can use a combination of the GROUP BY and HAVING clauses in SQL. Here's a query that should meet your requirements:

```sql
SELECT department, 
       SUM(salary) AS total_salary, 
       AVG(salary) AS average_salary
FROM employees
GROUP BY department
HAVING AVG(salary) > 75000 AND SUM(salary) > 500000;
```

In this query, we first group the employees by department using the GROUP BY clause. Then, we apply the HAVING clause to filter out departments that meet t","679","150","330.8","","0","22","0.0","llama-3.1-8b-instant","0.9092","OK"
"P120","code_technical","31","m-a-p/CodeFeedback-Filtered-Instruction","technical_help","CODE","True","no_token_saving_+2_tokens","slm","24669.4","CODE","","","","","","","0.95","2","","Write a function that calculates the factorial of each number in the list using recursion, but without using any built-in libraries or mathematical operators. arr = [1, 2, 3, 4, 5]","P
Write a function that calculates the factorial of each number in the list using recursion, but without using any built-in libraries or mathematical operators. arr = [1, 2, 3, 4, 5]","Write a function that calculates the factorial of each number in the list using recursion, but without using any built-in libraries or mathematical operators. arr = [1, 2, 3, 4, 5]","43","43","473","47","0","0.0","-49","False","1.0","","","","","","","","","","","","","","","","NO_RESPONSE"
"P121","high_stakes_medical","95","GBaker/MedQA-USMLE-4-options","medical_question","MEDICAL","True","domain_medical","tier1","0.4","","","","","","","","1.0","0","","A 23-year-old pregnant woman at 22 weeks gestation presents with burning upon urination. She states it started 1 day ago and has been worsening despite drinking more water and taking cranberry extract. She otherwise feels well and is followed by a doctor for her pregnancy. Her temperature is 97.7°F (36.5°C), blood pressure is 122/77 mmHg, pulse is 80/min, respirations are 19/min, and oxygen satura","P
A 23-year-old pregnant woman at 22 weeks gestation presents with burning upon urination. She states it started 1 day ago and has been worsening despite drinking more water and taking cranberry extract. She otherwise feels well and is followed by a doctor for her pregnancy. Her temperature is 97.7°F (36.5°C), blood pressure is 122/77 mmHg, pulse is 80/min, respirations are 19/min, and oxygen saturation is 98% on room air. Physical exam is notable for an absence of costovertebral angle tenderness and a gravid uterus. Which of the following is the best treatment for this patient?","A 23-year-old pregnant woman at 22 weeks gestation presents with burning upon urination. She states it started 1 day ago and has been worsening despite drinking more water and taking cranberry extract. She otherwise feels well and is followed by a doctor for her pregnancy. Her temperature is 97.7°F (36.5°C), blood pressure is 122/77 mmHg, pulse is 80/min, respirations are 19/min, and oxygen satura","129","128","473","47","1","0.8","-48","False","0.992","","","","","","","","","","","","","","","","NO_RESPONSE"
"P122","high_stakes_medical","46","GBaker/MedQA-USMLE-4-options","medical_question","MEDICAL","True","domain_medical","tier1","0.1","","","","","","","","1.0","0","","A 3-month-old baby died suddenly at night while asleep. His mother noticed that he had died only after she awoke in the morning. No cause of death was determined based on the autopsy. Which of the following precautions could have prevented the death of the baby?","P
A 3-month-old baby died suddenly at night while asleep. His mother noticed that he had died only after she awoke in the morning. No cause of death was determined based on the autopsy. Which of the following precautions could have prevented the death of the baby?","A 3-month-old baby died suddenly at night while asleep. His mother noticed that he had died only after she awoke in the morning. No cause of death was determined based on the autopsy. Which of the following precautions could have prevented the death of the baby?","63","63","473","47","0","0.0","-49","False","1.0","","","","","","","","","","","","","","","","NO_RESPONSE"
"P123","high_stakes_medical","83","GBaker/MedQA-USMLE-4-options","medical_question","MEDICAL","True","domain_medical","tier1","1.0","","","","","","","","1.0","0","","A mother brings her 3-week-old infant to the pediatrician's office because she is concerned about his feeding habits. He was born without complications and has not had any medical problems up until this time. However, for the past 4 days, he has been fussy, is regurgitating all of his feeds, and his vomit is yellow in color. On physical exam, the child's abdomen is minimally distended but no other","P
A mother brings her 3-week-old infant to the pediatrician's office because she is concerned about his feeding habits. He was born without complications and has not had any medical problems up until this time. However, for the past 4 days, he has been fussy, is regurgitating all of his feeds, and his vomit is yellow in color. On physical exam, the child's abdomen is minimally distended but no other abnormalities are appreciated. Which of the following embryologic errors could account for this presentation?","A mother brings her 3-week-old infant to the pediatrician's office because she is concerned about his feeding habits. He was born without complications and has not had any medical problems up until this time. However, for the past 4 days, he has been fussy, is regurgitating all of his feeds, and his vomit is yellow in color. On physical exam, the child's abdomen is minimally distended but no other","113","112","473","47","1","0.9","-48","False","0.991","","","","","","","","","","","","","","","","NO_RESPONSE"
"P124","high_stakes_medical","95","GBaker/MedQA-USMLE-4-options","medical_question","MEDICAL","True","domain_medical","tier1","0.9","","","","","","","","1.0","0","","A pulmonary autopsy specimen from a 58-year-old woman who died of acute hypoxic respiratory failure was examined. She had recently undergone surgery for a fractured femur 3 months ago. Initial hospital course was uncomplicated, and she was discharged to a rehab facility in good health. Shortly after discharge home from rehab, she developed sudden shortness of breath and had cardiac arrest. Resusci","P
A pulmonary autopsy specimen from a 58-year-old woman who died of acute hypoxic respiratory failure was examined. She had recently undergone surgery for a fractured femur 3 months ago. Initial hospital course was uncomplicated, and she was discharged to a rehab facility in good health. Shortly after discharge home from rehab, she developed sudden shortness of breath and had cardiac arrest. Resuscitation was unsuccessful. On histological examination of lung tissue, fibrous connective tissue around the lumen of the pulmonary artery is observed. Which of the following is the most likely pathogenesis for the present findings?","A pulmonary autopsy specimen from a 58-year-old woman who died of acute hypoxic respiratory failure was examined. She had recently undergone surgery for a fractured femur 3 months ago. Initial hospital course was uncomplicated, and she was discharged to a rehab facility in good health. Shortly after discharge home from rehab, she developed sudden shortness of breath and had cardiac arrest. Resusci","129","128","473","47","1","0.8","-48","False","0.992","","","","","","","","","","","","","","","","NO_RESPONSE"
"P125","high_stakes_medical","99","GBaker/MedQA-USMLE-4-options","medical_question","MEDICAL","True","domain_medical","tier1","0.2","","","","","","","","1.0","0","","A 20-year-old woman presents with menorrhagia for the past several years. She says that her menses “have always been heavy”, and she has experienced easy bruising for as long as she can remember. Family history is significant for her mother, who had similar problems with bruising easily. The patient's vital signs include: heart rate 98/min, respiratory rate 14/min, temperature 36.1°C (96.9°F), and","P
A 20-year-old woman presents with menorrhagia for the past several years. She says that her menses “have always been heavy”, and she has experienced easy bruising for as long as she can remember. Family history is significant for her mother, who had similar problems with bruising easily. The patient's vital signs include: heart rate 98/min, respiratory rate 14/min, temperature 36.1°C (96.9°F), and blood pressure 110/87 mm Hg. Physical examination is unremarkable. Laboratory tests show the following: platelet count 200,000/mm3, PT 12 seconds, and PTT 43 seconds. Which of the following is the most likely cause of this patient’s symptoms?","A 20-year-old woman presents with menorrhagia for the past several years. She says that her menses “have always been heavy”, and she has experienced easy bruising for as long as she can remember. Family history is significant for her mother, who had similar problems with bruising easily. The patient's vital signs include: heart rate 98/min, respiratory rate 14/min, temperature 36.1°C (96.9°F), and","134","133","473","47","1","0.7","-48","False","0.993","","","","","","","","","","","","","","","","NO_RESPONSE"
"P126","high_stakes_medical","168","GBaker/MedQA-USMLE-4-options","medical_question","MEDICAL","True","domain_medical","tier1","0.4","","","","","","","","1.0","0","","A 40-year-old zookeeper presents to the emergency department complaining of severe abdominal pain that radiates to her back, and nausea. The pain started 2 days ago and slowly increased until she could not tolerate it any longer. Past medical history is significant for hypertension and hypothyroidism. Additionally, she reports that she was recently stung by one of the zoo’s smaller scorpions, but ","P
A 40-year-old zookeeper presents to the emergency department complaining of severe abdominal pain that radiates to her back, and nausea. The pain started 2 days ago and slowly increased until she could not tolerate it any longer. Past medical history is significant for hypertension and hypothyroidism. Additionally, she reports that she was recently stung by one of the zoo’s smaller scorpions, but did not seek medical treatment. She takes aspirin, levothyroxine, oral contraceptive pills, and a multivitamin daily. Family history is noncontributory. Today, her blood pressure is 108/58 mm Hg, heart rate is 99/min, respiratory rate is 21/min, and temperature is 37.0°C (98.6°F). On physical exam, she is a well-developed, obese female that looks unwell. Her heart has a regular rate and rhythm. Radial pulses are weak but symmetric. Her lungs are clear to auscultation bilaterally. Her lateral left ankle is swollen, erythematous, and painful to palpate. An abdominal CT is consistent with acute pancreatitis. Which of the following is the most likely etiology for this patient’s disease?","A 40-year-old zookeeper presents to the emergency department complaining of severe abdominal pain that radiates to her back, and nausea. The pain started 2 days ago and slowly increased until she could not tolerate it any longer. Past medical history is significant for hypertension and hypothyroidism. Additionally, she reports that she was recently stung by one of the zoo’s smaller scorpions, but ","226","225","473","47","1","0.4","-48","False","0.996","","","","","","","","","","","","","","","","NO_RESPONSE"
"P127","high_stakes_medical","146","GBaker/MedQA-USMLE-4-options","medical_question","MEDICAL","True","domain_medical","tier1","0.6","","","","","","","","1.0","0","","A 25-year-old primigravida presents to her physician for a routine prenatal visit. She is at 34 weeks gestation, as confirmed by an ultrasound examination. She has no complaints, but notes that the new shoes she bought 2 weeks ago do not fit anymore. The course of her pregnancy has been uneventful and she has been compliant with the recommended prenatal care. Her medical history is unremarkable. S","P
A 25-year-old primigravida presents to her physician for a routine prenatal visit. She is at 34 weeks gestation, as confirmed by an ultrasound examination. She has no complaints, but notes that the new shoes she bought 2 weeks ago do not fit anymore. The course of her pregnancy has been uneventful and she has been compliant with the recommended prenatal care. Her medical history is unremarkable. She has a 15-pound weight gain since the last visit 3 weeks ago. Her vital signs are as follows: blood pressure, 148/90 mm Hg; heart rate, 88/min; respiratory rate, 16/min; and temperature, 36.6℃ (97.9℉). The blood pressure on repeat assessment 4 hours later is 151/90 mm Hg. The fetal heart rate is 151/min. The physical examination is significant for 2+ pitting edema of the lower extremity. Which of the following tests o should confirm the probable condition of this patient?","A 25-year-old primigravida presents to her physician for a routine prenatal visit. She is at 34 weeks gestation, as confirmed by an ultrasound examination. She has no complaints, but notes that the new shoes she bought 2 weeks ago do not fit anymore. The course of her pregnancy has been uneventful and she has been compliant with the recommended prenatal care. Her medical history is unremarkable. S","197","196","473","47","1","0.5","-48","False","0.995","","","","","","","","","","","","","","","","NO_RESPONSE"
"P128","high_stakes_medical","49","GBaker/MedQA-USMLE-4-options","medical_question","MEDICAL","True","domain_medical","tier1","0.2","","","","","","","","1.0","0","","A 3900-g (8.6-lb) male infant is delivered at 39 weeks' gestation via spontaneous vaginal delivery. Pregnancy and delivery were uncomplicated but a prenatal ultrasound at 20 weeks showed a defect in the pleuroperitoneal membrane. Further evaluation of this patient is most likely to show which of the following findings?","P
A 3900-g (8.6-lb) male infant is delivered at 39 weeks' gestation via spontaneous vaginal delivery. Pregnancy and delivery were uncomplicated but a prenatal ultrasound at 20 weeks showed a defect in the pleuroperitoneal membrane. Further evaluation of this patient is most likely to show which of the following findings?","A 3900-g (8.6-lb) male infant is delivered at 39 weeks' gestation via spontaneous vaginal delivery. Pregnancy and delivery were uncomplicated but a prenatal ultrasound at 20 weeks showed a defect in the pleuroperitoneal membrane. Further evaluation of this patient is most likely to show which of the following findings?","67","67","473","47","0","0.0","-49","False","1.0","","","","","","","","","","","","","","","","NO_RESPONSE"
"P129","high_stakes_medical","139","GBaker/MedQA-USMLE-4-options","medical_question","MEDICAL","True","domain_medical","tier1","0.3","","","","","","","","1.0","0","","A 62-year-old woman presents for a regular check-up. She complains of lightheadedness and palpitations which occur episodically. Past medical history is significant for a myocardial infarction 6 months ago and NYHA class II chronic heart failure. She also was diagnosed with grade I arterial hypertension 4 years ago. Current medications are aspirin 81 mg, atorvastatin 10 mg, enalapril 10 mg, and me","P
A 62-year-old woman presents for a regular check-up. She complains of lightheadedness and palpitations which occur episodically. Past medical history is significant for a myocardial infarction 6 months ago and NYHA class II chronic heart failure. She also was diagnosed with grade I arterial hypertension 4 years ago. Current medications are aspirin 81 mg, atorvastatin 10 mg, enalapril 10 mg, and metoprolol 200 mg daily. Her vital signs are a blood pressure of 135/90 mm Hg, a heart rate of 125/min, a respiratory rate of 14/min, and a temperature of 36.5°C (97.7°F). Cardiopulmonary examination is significant for irregular heart rhythm and decreased S1 intensity. ECG is obtained and is shown in the picture (see image). Echocardiography shows a left ventricular ejection fraction of 39%. Which of the following drugs is the best choice for rate control in this patient?","A 62-year-old woman presents for a regular check-up. She complains of lightheadedness and palpitations which occur episodically. Past medical history is significant for a myocardial infarction 6 months ago and NYHA class II chronic heart failure. She also was diagnosed with grade I arterial hypertension 4 years ago. Current medications are aspirin 81 mg, atorvastatin 10 mg, enalapril 10 mg, and me","187","187","473","47","0","0.0","-49","False","1.0","","","","","","","","","","","","","","","","NO_RESPONSE"
